,Unnamed: 0,full_name,speciality,level,area,salary,employer,schedule,remote,skills,date,python,sql,pytorch,apache,git,java,eng
119,119,Senior Data Scientist в направление продаж,data scientist,senior,Москва,0,other,1,0,"{'requirement': 'Опыт работы в аналогичной роли от двух лет. Опыт решения задач и понимание работы алгоритмов NLP и Classic ML. ', 'responsibility': 'Составит дорожную карту применения <highlighttext>Data</highlighttext> Science в процессах продаж. Согласует с бизнесом и приоритизирует. Сам проверит и доведет до продакшена...'}",2022-11-29,0,0,1,0,0,0,Moscow
120,120,Senior Data Scientist в направление продаж,data scientist,senior,Санкт-Петербург,0,other,1,0,"{'requirement': 'Опыт работы в аналогичной роли от двух лет. Опыт решения задач и понимание работы алгоритмов NLP и Classic ML. ', 'responsibility': 'Составит дорожную карту применения <highlighttext>Data</highlighttext> Science в процессах продаж. Согласует с бизнесом и приоритизирует. Сам проверит и доведет до продакшна...'}",2022-11-29,0,0,1,0,0,0,Saint Petersburg
121,121,Senior Data Scientist/Data Analyst,data scientist,senior,Москва,0,СБЕР,1,0,"{'requirement': 'Высшее образование (математика/информационные технологии). Опыт работы в области <highlighttext>Data</highlighttext> Science от одного года. Работа с данными. Знание SQL - простые...', 'responsibility': 'Анализ данных в целевых источниках для промышленного внедрения модели/ аналитического решения. Анализ данных и проверка гипотез при помощи инструментов программирования...'}",2022-12-15,0,1,1,0,0,0,Moscow
122,122,Supply Data Analyst,data analyst,unknown,Москва,0,other,1,0,"{'requirement': '...and updating <highlighttext>data</highlighttext>. Understanding of <highlighttext>data</highlighttext> warehousing, <highlighttext>data</highlighttext> cleaning, <highlighttext>data</highlighttext> pipelines and other analytical techniques required for <highlighttext>data</highlighttext> usage. ', 'responsibility': 'Finding and analyzing <highlighttext>data</highlighttext> needed for <highlighttext>Data</highlighttext> products, preparing technical requirements to develop <highlighttext>data</highlighttext> marts for <highlighttext>Data</highlighttext> Engineers. '}",2022-11-28,0,0,1,0,0,0,Moscow
123,123,Team Lead Data Science,data scientist,team lead,Санкт-Петербург,0,other,1,0,"{'requirement': 'Методы продвинутой <highlighttext>аналитики</highlighttext> и ML. Аналитическая культура и управление данными. SQL и Bl. Открытая база знаний по проектам и методам. ', 'responsibility': 'Технически лидировать команду <highlighttext>Data</highlighttext> <highlighttext>Scientist</highlighttext>-ов в решении кейсов бизнеса по направлениям создания рекомендательных систем и/или прогнозирования спроса: от...'}",2022-11-22,0,1,1,0,0,0,Saint Petersburg
124,124,Team lead Data scientist (проект Ucell),data scientist,team lead,Москва,0,other,1,0,"{'requirement': 'Опыт работы в области <highlighttext>Data</highlighttext> Science от трех лет и опыт управления <highlighttext>Data</highlighttext> Science командой от года. Наличие успешно завершенных...', 'responsibility': 'Постановка задач на команду <highlighttext>аналитиков</highlighttext> (в команду могут входить дата-сайнтисты, дата-инженеры, бизнес-<highlighttext>аналитики</highlighttext>) и обеспечение качества разработанных ML...'}",2022-12-19,0,0,1,0,0,0,Moscow
125,125,Аналитик в ЦК Управления Данными,data analyst,middle,Москва,0,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python']",2022-12-20,1,1,1,0,0,0,Moscow
126,126,Аналитик данных,data analyst,middle,unknown,0,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python', 'Анализ данных', 'PowerBI', 'R', 'Визуализация', 'Business intelligence']",2022-12-21,1,1,1,0,0,0,Unknown
127,127,Ведущий аналитик (качество данных\Data quality),data analyst,middle,Москва,0,Банк ВТБ,1,0,"['Аналитик по данным', 'Средний (Middle)', 'Анализ данных']",2022-12-23,0,0,1,0,0,0,Moscow
128,128,Ведущий аналитик (управление данными\Data Governance),data analyst,middle,Москва,0,Банк ВТБ,1,0,"['Аналитик по данным', 'Средний (Middle)', 'Анализ данных']",2022-12-23,0,0,1,0,0,0,Moscow
129,129,Инженер данных,data engineer,middle,unknown,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'ETL']",2022-12-12,0,0,1,0,0,0,Unknown
130,130,Руководитель команды машинного обучения (ВК Видео),data engineer,team lead,Москва,0,VK,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'Linux', 'Python', 'SQL', 'Apache Hadoop', 'Apache Spark', 'Машинное обучение', 'Управление разработкой']",2022-12-20,1,1,1,1,0,0,Moscow
131,131,"Руководитель направления ""Персонализация"" (Data Science Team Lead)",data scientist,team lead,Москва,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-21,1,1,1,0,0,0,Moscow
132,132,"Руководитель направления ""Персонализация"" (Data Science Team Lead)",data scientist,team lead,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-21,1,1,1,0,0,0,Saint Petersburg
133,133,"Руководитель направления ""Персонализация"" (Data Science Team Lead)",data scientist,team lead,Краснодар,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-21,1,1,1,0,0,0,Krasnodar
134,134,"Руководитель направления ""Прогнозирование"" (Data Science Team Lead)",data scientist,team lead,Москва,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Moscow
135,135,"Руководитель направления ""Прогнозирование"" (Data Science Team Lead)",data scientist,team lead,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Saint Petersburg
136,136,"Руководитель направления ""Прогнозирование"" (Data Science Team Lead)",data scientist,team lead,Новосибирск,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Novosibirsk
137,137,"Руководитель направления ""Ценообразование"" (Data Science Team Lead)",data scientist,team lead,Москва,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Moscow
138,138,"Руководитель направления ""Ценообразование"" (Data Science Team Lead)",data scientist,team lead,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Saint Petersburg
139,139,"Руководитель направления ""Ценообразование"" (Data Science Team Lead)",data scientist,team lead,Казань,0,Sportmaster Lab,1,1,"['Учёный по данным', 'Ведущий (Lead)', 'SQL', 'Python', 'Управление разработкой', 'Управление людьми', 'Машинное обучение']",2022-12-23,1,1,1,0,0,0,Kazan
140,140,Специалист Data Science,data scientist,senior,Набережные Челны,1,other,1,1,"['Учёный по данным', 'Старший (Senior)', 'SQL', 'Python', 'Базы данных', 'Git']",2022-12-22,1,1,1,0,1,0,Naberezhnye Chelny
141,141,Техлид (ETL),data scientist,senior,Санкт-Петербург,0,other,0,0,"['Аналитик по данным', 'Старший (Senior)', 'ETL', 'BPMN', 'UML']",2022-12-23,0,0,1,0,0,0,Saint Petersburg
142,142,Business Data Engineer,data engineer,unknown,Москва,0,other,1,1,"['Инженер по данным', 'Python', 'SQL', 'DWH', 'ETL', 'Apache Airflow']",2022-12-20,1,1,1,1,0,0,Moscow
143,143,Data / ML Engineer (Персонализация),data engineer,middle,unknown,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Средний (Middle)', 'Python', 'SQL', 'Linux']",2022-12-19,1,1,1,0,0,0,Unknown
144,144,Data аналитик [Task Mining],data analyst,middle,unknown,0,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'ClickHouse', 'SQL', 'Python', 'Tableau', 'PowerBI', 'Анализ данных', 'Визуализация']",2022-12-22,1,1,1,0,0,0,Unknown
145,145,Data инженер,data engineer,middle,Москва,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'Базы данных', 'Высоконагруженные системы']",2022-12-23,0,1,1,0,0,0,Moscow
146,146,Data инженер,data engineer,middle,Москва,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'PostgreSQL', 'Python', 'Apache Airflow']",2022-12-19,1,1,1,1,0,0,Moscow
147,147,Data инженер,data engineer,middle,Екатеринбург,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'PostgreSQL', 'Python', 'Apache Airflow']",2022-12-19,1,1,1,1,0,0,Ekaterinburg
148,148,DATA инженер,data engineer,senior,unknown,1,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'SQL', 'Pandas', 'PyTorch', 'PowerBI']",2022-12-22,1,1,1,0,0,0,Unknown
149,149,Data analyst,data analyst,middle,unknown,0,Банк ВТБ,1,1,"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python', 'Базы данных']",2022-12-18,1,1,1,0,0,0,Unknown
150,150,Data analyst,data analyst,senior,Москва,0,СБЕР,1,0,"['Аналитик по данным', 'Старший (Senior)', 'SQL', 'Python']",2022-12-19,1,1,1,0,0,0,Moscow
151,151,Data Analyst,data analyst,senior,Ростов-на-Дону,0,Aston (ex. Andersen),1,1,"['Аналитик по данным', 'Старший (Senior)', 'SQL']",2022-12-22,0,1,1,0,0,0,Rostov-on-Don
152,152,Data Analyst,data analyst,senior,Ярославль,0,Aston (ex. Andersen),1,1,"['Аналитик по данным', 'Старший (Senior)', 'SQL']",2022-12-22,0,1,1,0,0,0,Yaroslavl
153,153,Data Analyst,data analyst,senior,Гомель,0,Aston (ex. Andersen),1,1,"['Аналитик по данным', 'Старший (Senior)', 'SQL']",2022-12-22,0,1,1,0,0,0,Gomel
154,154,Data Analyst (проект CVM),data analyst,middle,Москва,0,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'Python']",2022-12-18,1,1,1,0,0,0,Moscow
155,155,Data Analyst / Аналитик данных,data analyst,middle,Москва,1,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'Анализ данных', 'SQL', 'Python', 'Groovy', 'Bash', 'Apache']",2022-12-23,1,1,1,1,0,0,Moscow
156,156,Data engineer,data engineer,junior,unknown,0,other,1,1,"['Инженер по данным', 'Младший (Junior)', 'SQL', 'Python', 'ETL', 'Apache Airflow', 'Jupyter Notebook', 'NumPy', 'Pandas']",2022-12-20,1,1,1,1,0,0,Unknown
157,157,Data Engineer,data engineer,middle,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Средний (Middle)', 'Apache Hadoop', 'Apache Hadoop', 'Apache Airflow', 'Apache Airflow', 'Apache Kafka', 'Apache Kafka', 'Apache Spark', 'Apache Spark', 'Python', 'Python', 'SQL', 'SQL', 'Oracle', 'Oracle']",2022-12-21,1,1,1,1,0,0,Saint Petersburg
158,158,Data engineer,data engineer,middle,unknown,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'DWH', 'Базы данных', 'SQL', 'Python']",2022-12-20,1,1,1,0,0,0,Unknown
159,159,Data Engineer,data engineer,middle,Москва,0,СБЕР,1,1,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Apache Hadoop']",2022-12-20,1,0,1,1,0,0,Moscow
160,160,Data engineer,data engineer,middle,unknown,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Apache Spark', 'Apache Hadoop', 'ETL', 'SQL']",2022-12-20,1,1,1,1,0,0,Unknown
161,161,Data Engineer,data engineer,middle,unknown,0,other,0,0,"['Инженер по данным', 'Средний (Middle)', 'Scala', 'Python', 'Базы данных', 'SQL', 'Apache Spark', 'Apache Airflow', 'ETL']",2022-12-20,1,1,1,1,0,0,Unknown
162,162,Data engineer,data engineer,middle,unknown,1,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'PostgreSQL', 'Linux', 'Python', 'ETL', 'Apache Airflow', 'R']",2022-12-18,1,1,1,1,0,0,Unknown
163,163,Data Engineer,data engineer,middle,unknown,1,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'PostgreSQL', 'Python', 'ClickHouse', 'Apache Airflow', 'Tableau']",2022-12-22,1,1,1,1,0,0,Unknown
164,164,Data engineer,data engineer,middle,Москва,1,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'SQL', 'Python', 'ООП', 'Java', 'Scala']",2022-11-28,1,1,1,0,0,1,Moscow
165,165,Data engineer,data engineer,senior,Казань,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop', 'Apache Spark', 'Apache Kafka']",2022-12-23,0,0,1,1,0,0,Kazan
166,166,Data engineer,data engineer,senior,Москва,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop', 'Apache Spark', 'Apache Kafka']",2022-12-23,0,0,1,1,0,0,Moscow
167,167,Data Engineer,data engineer,senior,Санкт-Петербург,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'MongoDB', 'ETL']",2022-12-22,0,0,1,0,0,0,Saint Petersburg
168,168,Data Engineer,data engineer,senior,Казань,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'MongoDB', 'ETL']",2022-12-22,0,0,1,0,0,0,Kazan
169,169,Data Engineer,data engineer,senior,Гомель,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'MongoDB', 'ETL']",2022-12-22,0,0,1,0,0,0,Gomel
170,170,Data engineer,data engineer,senior,Москва,1,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'PostgreSQL', 'Python', 'Linux']",2022-12-21,1,1,1,0,0,0,Moscow
171,171,Data Engineer,data engineer,senior,Москва,0,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'SQL', 'Apache Airflow', 'FastAPI', 'Microsoft SQL', 'PostgreSQL', 'Kubernetes', 'Git', 'MongoDB', 'Bash', 'Python']",2022-12-23,1,1,1,1,1,0,Moscow
172,172,Data Engineer,data engineer,senior,Казань,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'SQL', 'DWH', 'PostgreSQL']",2022-12-18,0,1,1,0,0,0,Kazan
173,173,Data Engineer,data engineer,senior,Минск,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'SQL', 'DWH', 'PostgreSQL']",2022-12-18,0,1,1,0,0,0,Minsk
174,174,Data Engineer,data engineer,senior,Нижний Новгород,0,Aston (ex. Andersen),1,1,"['Инженер по данным', 'Старший (Senior)', 'SQL', 'DWH', 'PostgreSQL']",2022-12-18,0,1,1,0,0,0,Nizhny Novgorod
175,175,Data Engineer,data engineer,unknown,Москва,0,other,1,0,"['Инженер по данным', 'T-SQL', 'Microsoft SQL', 'ETL', 'DWH', 'PowerBI']",2022-12-23,0,1,1,0,0,0,Moscow
176,176,Data engineer (ДИР),data engineer,senior,unknown,0,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'ETL', 'DWH', 'Python', 'SQL', 'Apache Airflow', 'SAS']",2022-12-18,1,1,1,1,0,0,Unknown
177,177,Data engineer (Senior),data engineer,senior,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop', 'Apache Spark', 'Apache Airflow', 'Apache Kafka', 'Oracle', 'Python', 'SQL', 'Большие данные']",2022-12-19,1,1,1,1,0,0,Saint Petersburg
178,178,Data engineer (Senior),data engineer,senior,Екатеринбург,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop', 'Apache Spark', 'Apache Airflow', 'Apache Kafka', 'Oracle', 'Python', 'SQL', 'Большие данные']",2022-12-19,1,1,1,1,0,0,Ekaterinburg
179,179,Data engineer (Senior),data engineer,senior,Казань,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop', 'Apache Spark', 'Apache Airflow', 'Apache Kafka', 'Oracle', 'Python', 'SQL', 'Большие данные']",2022-12-19,1,1,1,1,0,0,Kazan
180,180,Data engineer (Senior),data engineer,senior,unknown,0,Sportmaster Lab,0,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Apache Airflow', 'Apache Spark', 'Apache Hadoop']",2022-12-20,1,0,1,1,0,0,Unknown
181,181,Data engineer (Senior),data engineer,senior,Краснодар,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Apache Spark', 'Apache Hadoop', 'Apache Airflow']",2022-12-20,1,0,1,1,0,0,Krasnodar
182,182,"Data Engineer (SQL, DWH)",data engineer,senior,unknown,0,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'SQL', 'Git', 'ETL', 'DWH']",2022-12-20,0,1,1,0,1,0,Unknown
183,183,Data Engineer middle/senior,data engineer,middle,Москва,0,other,1,0,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Apache Spark', 'Apache Kafka', 'Apache Airflow', 'Kubernetes', 'Docker']",2022-12-02,1,0,1,1,0,0,Moscow
184,184,Data Engineer middle+,data engineer,middle,Москва,0,other,1,0,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Java', 'Scala', 'Apache Spark']",2022-12-08,1,0,1,1,0,1,Moscow
185,185,Data Engineer middle+,data engineer,middle,Иннополис,0,other,1,0,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Java', 'Scala', 'Apache Spark']",2022-12-08,1,0,1,1,0,1,Innopolis
186,186,Data Engineer/Support Engineer,data engineer,middle,Омск,0,СБЕР,1,0,"['Инженер по данным', 'Средний (Middle)', 'SQL']",2022-12-19,0,1,1,0,0,0,Omsk
187,187,Data Quality analyst,data analyst,middle,unknown,0,other,1,1,"['Аналитик по данным', 'Средний (Middle)', 'Git', 'Python', 'SQL']",2022-12-19,1,1,1,0,1,0,Unknown
188,188,Data Science,data scientist,middle,Москва,0,other,1,0,"['Аналитик по данным', 'Средний (Middle)', 'Python', 'Базы данных', 'Управление людьми']",2022-12-09,1,0,1,0,0,0,Moscow
189,189,Data scientist,data scientist,middle,unknown,0,other,1,1,"['Учёный по данным', 'Средний (Middle)', 'HTML']",2022-12-20,0,0,1,0,0,0,Unknown
190,190,Data scientist,data scientist,middle,unknown,0,other,1,1,"['Учёный по данным', 'Средний (Middle)', 'Python', 'Алгоритмы и структуры данных', 'Математика', 'Matlab', 'Computer Science', 'Машинное обучение', 'Нейронные сети', 'PyTorch', 'Deep Learning', 'Математическое моделирование']",2022-12-14,1,0,1,0,0,0,Unknown
191,191,Data Scientist,data scientist,unknown,Москва,0,other,1,0,"['Учёный по данным', 'SQL', 'Python', 'Apache Hadoop', 'Базы данных', 'Машинное обучение', 'Анализ данных', 'Pandas', 'NumPy', 'Датамайнинг']",2022-12-20,1,1,1,1,0,0,Moscow
192,192,Data scientist (Антиспам),data scientist,unknown,Москва,0,VK,1,0,"['Учёный по данным', 'Python', 'Java', 'Apache Spark', 'Apache Hadoop']",2022-12-19,1,0,1,1,0,1,Moscow
193,193,Data scientist (Антиспам),data scientist,unknown,Санкт-Петербург,0,VK,1,0,"['Учёный по данным', 'Python', 'Java', 'Apache Spark', 'Apache Hadoop']",2022-12-19,1,0,1,1,0,1,Saint Petersburg
194,194,Data Scientist (оценка моделей),data scientist,unknown,unknown,0,other,1,1,"['Учёный по данным', 'Python', 'Машинное обучение']",2022-12-22,1,0,1,0,0,0,Unknown
195,195,Data scientist (Персонализация),data scientist,middle,Москва,0,Sportmaster Lab,1,0,"['Учёный по данным', 'Средний (Middle)', 'SQL', 'Python', 'Apache Spark', 'Oracle']",2022-12-21,1,1,1,1,0,0,Moscow
196,196,Data scientist (Персонализация),data scientist,middle,Санкт-Петербург,0,Sportmaster Lab,1,0,"['Учёный по данным', 'Средний (Middle)', 'SQL', 'Python', 'Apache Spark', 'Oracle']",2022-12-21,1,1,1,1,0,0,Saint Petersburg
197,197,Data Scientist (DMAG),data scientist,unknown,Москва,0,other,0,0,"['Учёный по данным', 'Машинное обучение']",2022-12-17,0,0,1,0,0,0,Moscow
198,198,Data Scientist (ML Space),data scientist,unknown,Москва,0,other,1,1,"['Учёный по данным', 'Python', 'Jira', 'Apache Spark']",2022-12-13,1,0,1,1,0,0,Moscow
199,199,Data scientist / Аналитик риск-моделей,data scientist,middle,Москва,1,other,1,1,"['Учёный по данным', 'Средний (Middle)', 'SQL', 'Python', 'Базы данных']",2022-12-08,1,1,1,0,0,0,Moscow
200,200,"Data scientist, Deep learning",data scientist,unknown,unknown,0,other,1,1,"['Учёный по данным', 'Python', 'Машинное обучение', 'Deep Learning', 'Нейронные сети']",2022-12-22,1,0,1,0,0,0,Unknown
201,201,"Data-аналитик команды ""Каналы продаж и обслуживания"" ",data analyst,middle,Москва,0,Банк ВТБ,1,0,"['Аналитик по данным', 'Средний (Middle)', 'SQL', 'MySQL', 'Базы данных', 'Microsoft SQL Server']",2022-12-23,0,1,1,0,0,0,Moscow
202,202,Data-инженер (команда Big Data Infrastructure),data engineer,senior,unknown,0,VK,1,0,"['Инженер по данным', 'Старший (Senior)', 'Apache Hadoop']",2022-12-19,0,0,1,1,0,0,Unknown
203,203,Data-инженер (команда Big Data Infrastructure),data engineer,senior,unknown,0,VK,1,0,"['Инженер по данным', 'Старший (Senior)', 'Apache Kafka', 'Apache Hadoop', 'Python', 'Java', 'Scala', 'ClickHouse', 'Apache Spark']",2022-12-20,1,0,1,1,0,1,Unknown
204,204,Data-инженер (проект SberID),data engineer,senior,Москва,0,СБЕР,0,0,"['Инженер по данным', 'Старший (Senior)', 'Scala', 'Apache Hadoop']",2022-12-19,0,0,1,1,0,0,Moscow
205,205,Data-scientist,data scientist,middle,Москва,1,СБЕР,1,0,"['Учёный по данным', 'Средний (Middle)', 'Git', 'SQL', 'Python', 'Машинное обучение', 'Jenkins', 'Базы данных']",2022-12-19,1,1,1,0,1,0,Moscow
206,206,Data-scientist в команду качества Геопоиска,data scientist,senior,Белград,0,other,1,1,"['Учёный по данным', 'Старший (Senior)', 'SQL', 'Python', 'Нейронные сети']",2022-12-23,1,1,1,0,0,0,Belgrade
207,207,DataEngineer (Дата-инженер/Специалист по работе с данными),data engineer,middle,unknown,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'Python', 'Apache Spark', 'Apache Hadoop']",2022-12-20,1,0,1,1,0,0,Unknown
208,208,Junior Data Еngineer Управления модельных рисков и валидации,data engineer,junior,Москва,0,Банк ВТБ,1,1,"['Инженер по данным', 'Младший (Junior)', 'SQL', 'Python']",2022-12-24,1,1,1,0,0,0,Moscow
209,209,"Machine learning engineer (проект ""Группы"") в Одноклассники",data engineer,unknown,Москва,0,VK,1,0,"['Учёный по данным', 'Python', 'Java', 'Apache Spark', 'Apache Hadoop']",2022-12-19,1,0,1,1,0,1,Moscow
210,210,"Machine learning engineer (проект ""Группы"") в Одноклассники",data engineer,unknown,Санкт-Петербург,0,VK,1,0,"['Учёный по данным', 'Python', 'Java', 'Apache Spark', 'Apache Hadoop']",2022-12-19,1,0,1,1,0,1,Saint Petersburg
211,211,Middle Data Engineer (Process Mining),data engineer,middle,Москва,0,other,1,1,"['Инженер по данным', 'Средний (Middle)', 'Apache Airflow', 'SQL', 'Python']",2022-12-22,1,1,1,1,0,0,Moscow
212,212,Middle Data Scientist,data scientist,middle,Москва,0,other,1,0,"['Учёный по данным', 'Средний (Middle)', 'Python', 'SQL', 'Docker', 'PyTorch']",2022-12-05,1,1,1,0,0,0,Moscow
213,213,Middle Data Scientist,data scientist,middle,Иннополис,0,other,1,0,"['Учёный по данным', 'Средний (Middle)', 'Python', 'SQL', 'Docker', 'PyTorch']",2022-12-05,1,1,1,0,0,0,Innopolis
214,214,Middle+/Senior Data Analyst,data analyst,middle,unknown,0,other,0,1,"['Аналитик по данным', 'Анализ данных', 'PowerBI', 'Tableau', 'SQL']",2022-12-20,0,1,1,0,0,0,Unknown
215,215,ML engineer,data engineer,senior,Москва,1,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'FastAPI', 'Flash-программирование', 'Git', 'Bash', 'Apache Airflow', 'Docker']",2022-11-29,1,0,1,1,1,0,Moscow
216,216,Senior / Lead Data scientist,data scientist,senior,unknown,1,other,1,1,"['Учёный по данным', 'Старший (Senior)', 'SQL', 'Python', 'Базы данных']",2022-12-12,1,1,1,0,0,0,Unknown
217,217,Senior Data / ML Engineer (Персонализация),data engineer,senior,Москва,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'SQL', 'Linux']",2022-12-20,1,1,1,0,0,0,Moscow
218,218,Senior Data / ML Engineer (Персонализация),data engineer,senior,Санкт-Петербург,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'SQL', 'Linux']",2022-12-20,1,1,1,0,0,0,Saint Petersburg
219,219,Senior Data / ML Engineer (Персонализация),data engineer,senior,Новосибирск,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'SQL', 'Linux']",2022-12-20,1,1,1,0,0,0,Novosibirsk
220,220,Senior Data Engineer,data engineer,senior,Липецк,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Apache Hadoop', 'Apache Spark', 'Apache Airflow', 'SQL']",2022-12-20,1,1,1,1,0,0,Lipetsk
221,221,Senior Data Engineer,data engineer,senior,Новосибирск,1,Sportmaster Lab,0,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Apache Spark', 'Apache Hadoop', 'DWH', 'Apache Airflow']",2022-12-20,1,0,1,1,0,0,Novosibirsk
222,222,Senior Data engineer,data engineer,senior,Архангельск,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Oracle', 'Apache Hadoop', 'Apache Airflow', 'Apache Kafka', 'Apache Spark', 'SQL', 'Большие данные']",2022-12-20,1,1,1,1,0,0,Arkhangelsk
223,223,Senior Data engineer,data engineer,senior,Москва,0,Sportmaster Lab,1,1,"['Инженер по данным', 'Старший (Senior)', 'Python', 'Oracle', 'Apache Hadoop', 'Apache Airflow', 'Apache Kafka', 'Apache Spark', 'SQL', 'Большие данные']",2022-12-21,1,1,1,1,0,0,Moscow
224,224,Senior Data Engineer (проект CVM),data engineer,senior,Москва,0,other,1,1,"['Инженер по данным', 'Старший (Senior)', 'Apache Spark', 'Python', 'SQL']",2022-12-18,1,1,1,1,0,0,Moscow
225,225,Senior Data Scientist (Promo forecast),data scientist,senior,Москва,0,other,1,1,"['Учёный по данным', 'Старший (Senior)', 'Python', 'Apache Spark', 'Базы данных', 'Linux', 'Oracle']",2022-12-19,1,0,1,1,0,0,Moscow
226,226,Team Lead Data Platform,data engineer,team lead,Москва,0,other,1,1,"['Инженер по данным', 'Ведущий (Lead)', 'Python', 'SQL', 'Git', 'Apache Hadoop', 'Apache Spark', 'Apache Airflow', 'Apache Kafka']",2022-11-28,1,1,1,1,1,0,Moscow
