,vacancy_name,company_name,city,date,workplace_type,area,level,speciality,schedule,salary,python,sql,apache,java
387,"Decision Scientist / Data Analyst, Transactional Experience",Vinted,"Вильнюс, Вильнюсский уезд, Литва",3 дня назад,Гибридный формат работы,Литва,middle,data scientist,1,0,1,1,0,0
388,Data Science Analyst (m/f/d) (Remote),Yelp,Германия,2 недели назад,Удаленная работа,Германия,middle,data scientist,1,0,1,1,0,0
389,Software Engineer - Streaming Analytics Platforms,Nasdaq,"Стокгольм, Лен Стокгольм, Швеция",2 дня назад,Гибридный формат работы,Швеция,middle,data engineer,1,0,0,0,0,1
390,Data Engineer/Scientist,Decskill,"Лисбоа, Португалия",3 дня назад,Гибридный формат работы,Португалия,middle,data engineer,1,0,1,1,0,0
391,Junior Software Developer / Data Engineer (m/w/d),MotionMiners GmbH,"Дортмунд, Северный Рейн-Вестфалия, Германия",1 неделю назад,Работа в офисе,Германия,junior,data engineer,1,0,1,0,0,0
392,Analytics & ML Engineer,Hedvig,"Стокгольм, Лен Стокгольм, Швеция",2 недели назад,Гибридный формат работы,Швеция,middle,data engineer,1,0,1,1,0,0
393,STAGE DATA ANALYST/ DATA SCIENTIST (H/F),CIC Sud Ouest,"Бордо, Нувель-Акитэн, Франция",1 неделю назад,Работа в офисе,Франция,middle,unknown,1,0,0,0,0,0
394,"Senior Associate, Data Science",Bain & Company,Франция,3 недели назад,Работа в офисе,Франция,junior,data scientist,1,0,1,1,0,0
395,Data Science Analyst (m/f/d) (Remote),Yelp,"Гамбург, Гамбург, Германия",2 недели назад,Удаленная работа,Германия,middle,data scientist,1,0,1,1,0,0
396,"Data Engineer Java, Rust",Lumen Content Delivery,Франция,3 месяца назад,Работа в офисе,Франция,middle,data engineer,1,0,0,0,0,1
397,Data Analyst/Scientist for Electronic Control Units,Bosch Magyarország,"Будапешт, Будапешт, Венгрия",1 месяц назад,Работа в офисе,Венгрия,middle,data scientist,1,0,1,1,0,0
398,Machine Learning Engineer - Futur Head of Data (1st employé Data) | Start-up EarlyStage | Paris,Octopus IT - Expert du recrutement tech,Франция,1 месяц назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,0
399,Data Science Software Engineer,ORTEC,"Гронинген, Гронинген, Голландия",1 неделю назад,Работа в офисе,Голландия,junior,data engineer,1,0,1,1,0,1
400,"Software Engineer (m/w/d) - Data Platform - Anwendungsentwicklung, Datenbankentwicklung / BI, Ingenieur",Smart Digital,"Штутгарт, Баден-Вюртемберг, Германия",1 месяц назад,Работа в офисе,Германия,middle,data engineer,1,0,0,0,0,1
401,Senior PowerBI Specialist,"Search X Recruitment | IT, Sales,  Marketing, Renewable Engineering Recruitment","Гронинген, Гронинген, Голландия",1 неделю назад,Работа в офисе,Голландия,senior,unknown,1,0,0,1,0,0
402,Data Software Development Engineer,Siemens Digital Industries Software,Польша,9 часов назад,Удаленная работа,Польша,middle,data engineer,1,0,1,1,0,0
403,"Stage R&D – fin d’études / ingénieur – Data Science – Boulogne-Billancourt, France (H/F)",Astek,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data scientist,1,0,0,0,0,0
404,Principal Data Engineers (Phase 1),Fidelity Investments,"Голуэй, Графство Голуэй, Ирландия",1 день назад,Гибридный формат работы,Ирландия,middle,data engineer,1,0,1,1,0,1
405,Principal Data Engineers (Phase 1),Fidelity Investments,"Дублин, Графство Дублин, Ирландия",1 день назад,Гибридный формат работы,Ирландия,middle,data engineer,1,0,1,1,0,1
406,Scientist Data Analysis / Programming / Machine Learning with application Solar Cell Development (m/f/d),Qcells Europe,"Биттерфельд-Вольфен, Саксония-Анхальт, Германия",1 месяц назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
407,Data Software Engineer | Freshminds,Buro5 Recruitment,"Рейсвейк, Южная Голландия, Голландия",1 месяц назад,Работа в офисе,Голландия,middle,data engineer,1,0,0,0,0,0
408,Data engineer / data scientist in eHealth,Therapieland,Голладния,3 месяца назад,Гибридный формат работы,Голладния,junior,data engineer,1,0,1,1,0,0
409,12408 - Ocean Biogeochemistry Modeller and Data Analyst (Post-doc or Junior Scientist),CMCC Foundation - Centro Euro Mediterraneo sui Cambiamenti Climatici,"Болонья, Эмилия-Романья, Италия",2 дня назад,Работа в офисе,Италия,junior,data scientist,1,0,1,0,0,0
410,Data Science Analyst,Click Recruitment,"Дублин, Графство Дублин, Ирландия",1 неделю назад,Работа в офисе,Ирландия,senior,data scientist,1,0,1,1,0,0
411,Data Science - (Senior) Machine Learning Engineer (m/w/d),Computer Futures,"Гамбург, Германия",2 недели назад,Гибридный формат работы,Германия,senior,data engineer,1,0,1,1,0,0
412,Junior/Intermediate Data Scientist/Engineer,GRESB,Голладния,1 месяц назад,Работа в офисе,Голладния,junior,data engineer,1,0,1,1,0,1
413,Stagiaire Data scientist,Servier,"Сюрен, Иль-де-Франс, Франция",4 дня назад,Работа в офисе,Франция,middle,data scientist,1,0,1,1,0,0
414,Data Engineer JAVA/GCP (IT) / Freelance,Free-Work (ex Freelance-info Carriere-info),"О-де-Сен, Иль-де-Франс, Франция",3 недели назад,Гибридный формат работы,Франция,middle,data engineer,1,0,1,0,0,1
415,"Stage R&D – fin d’études / ingénieur – Data Science – Boulogne-Billancourt, France (H/F)",Astek,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data scientist,1,0,0,0,0,0
416,Data Software Development Engineer,Siemens Digital Industries Software,"Прага, Прага, Чехия",10 часов назад,Удаленная работа,Чехия,middle,data engineer,1,0,1,1,0,0
417,DevOps Engineer - Data Science,CareerAddict,"Nederland, Оверэйсел, Голландия",2 дня назад,Работа в офисе,Голландия,middle,data engineer,1,0,1,0,0,0
418,Data Solution Engineer (m/w/d),Esprit,"Ратинген, Северный Рейн-Вестфалия, Германия",3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
419,"Doctoral Researchers in Mathematics, Operations Research, and Statistics",Aalto University,"Otaniemi, Уусимаа, Финляндия",3 недели назад,Гибридный формат работы,Финляндия,middle,unknown,1,0,0,0,0,0
420,Data Science Engineer (m/w/d) Zuverlässigkeitssteigerung von Windenergieanlagen,Fraunhofer-Institut für Windenergiesysteme IWES,"Ганновер, Нижняя Саксония, Германия",4 дня назад,Работа в офисе,Германия,middle,data engineer,1,0,1,0,0,0
421,"Stage R&D – fin d’études / ingénieur – Data Science – Boulogne-Billancourt, France (H/F)",Astek,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data scientist,1,0,0,0,0,0
422,CDI - Ingénieur recherche et développement en fusion de données H/F,NAVAL GROUP,"Ольюль, Прованс-Альпы-Лазурный Берег, Франция",1 неделю назад,Работа в офисе,Франция,middle,unknown,1,0,0,0,0,0
423,Data Solution Engineer (m/f/d),Esprit,"Ратинген, Северный Рейн-Вестфалия, Германия",3 недели назад,Работа в офисе,Германия,middle,data engineer,1,0,0,1,0,0
424,Junior Engineer for Dynamic Mooring Analyses,Royal HaskoningDHV,"Амерсфорт, Утрехт, Голландия",3 дня назад,Гибридный формат работы,Голландия,junior,data engineer,1,0,1,0,0,0
425,Projektmanager/Data Scientist/Business Analyst (w/m/d),Drees & Sommer,"Эрфурт, Тюрингия, Германия",1 месяц назад,Работа в офисе,Германия,middle,data scientist,1,0,1,1,0,0
426,Presales Data Engineer,Robert Walters,Испания,1 день назад,Гибридный формат работы,Испания,middle,data engineer,1,0,0,0,0,0
427,KNIME Developer - Finance Data Transformation,Citi,"Будапешт, Будапешт, Венгрия",1 месяц назад,Работа в офисе,Венгрия,junior,unknown,1,0,1,1,0,1
428,"Software Engineer (Python), Data Team",Kognia Sports Intelligence,"Барселона, Каталония, Испания",6 дней назад,Работа в офисе,Испания,middle,data engineer,1,0,1,0,1,1
429,Software Engineer - Blockchain Data,Cryptio,Франция,1 месяц назад,Удаленная работа,Франция,middle,data engineer,1,0,0,1,0,0
430,Full Stack Developer: Data Engingeering (w/m/d),Doc Cirrus,Германия,1 месяц назад,Гибридный формат работы,Германия,middle,unknown,1,0,0,0,0,1
431,"Stage R&D – fin d’études / ingénieur – Data Science – Boulogne-Billancourt, France (H/F)",Astek,"Булонь-Бийанкур, Иль-де-Франс, Франция",1 месяц назад,Гибридный формат работы,Франция,middle,data scientist,1,0,0,0,0,0
